Result_num	GO_Category	GO_ID	GO_Term	Annotated	Significant	Expected	weight01Fisher	Tissue	Comparison	Expression
5	MF	GO:0004623	phospholipase A2 activity	25	1	0.01	0.0073	spleen	bd_ctl	up
6	MF	GO:0034237	protein kinase A regulatory subunit bind...	27	1	0.01	0.0078	spleen	bd_ctl	up
7	MF	GO:0015278	calcium-release channel activity	29	1	0.01	0.0084	spleen	bd_ctl	up
8	MF	GO:0005254	chloride channel activity	41	1	0.01	0.0119	spleen	bd_ctl	up
9	MF	GO:0005509	calcium ion binding	701	2	0.2	0.0145	spleen	bd_ctl	up
10	MF	GO:0044325	ion channel binding	97	1	0.03	0.0279	spleen	bd_ctl	up
11	MF	GO:0043621	protein self-association	112	1	0.03	0.0322	spleen	bd_ctl	up
12	MF	GO:0043177	organic acid binding	139	1	0.04	0.0398	spleen	bd_ctl	up
13	MF	GO:0003964	RNA-directed DNA polymerase activity	155	1	0.05	0.0443	spleen	bd_ctl	up
1	BP	GO:0006637	acyl-CoA metabolic process	78	2	0.05	0.0011	liver	both_bd	down
2	BP	GO:0009074	aromatic amino acid family catabolic pro...	11	2	0.01	0.0011	liver	both_bd	down
3	BP	GO:0090205	positive regulation of cholesterol metab...	5	1	0	0.0032	liver	both_bd	down
4	BP	GO:0070857	regulation of bile acid biosynthetic pro...	5	1	0	0.0032	liver	both_bd	down
5	BP	GO:0034197	triglyceride transport	5	1	0	0.0032	liver	both_bd	down
6	BP	GO:0045717	negative regulation of fatty acid biosyn...	5	1	0	0.0032	liver	both_bd	down
7	BP	GO:0006631	fatty acid metabolic process	307	3	0.2	0.0033	liver	both_bd	down
8	BP	GO:0019482	beta-alanine metabolic process	7	1	0	0.0045	liver	both_bd	down
9	BP	GO:1902932	positive regulation of alcohol biosynthe...	8	1	0.01	0.0051	liver	both_bd	down
10	BP	GO:0010893	positive regulation of steroid biosynthe...	8	1	0.01	0.0051	liver	both_bd	down
11	BP	GO:0006572	tyrosine catabolic process	8	1	0.01	0.0051	liver	both_bd	down
12	BP	GO:0035999	tetrahydrofolate interconversion	8	1	0.01	0.0051	liver	both_bd	down
13	BP	GO:0006559	L-phenylalanine catabolic process	9	1	0.01	0.0057	liver	both_bd	down
14	BP	GO:0070166	enamel mineralization	10	1	0.01	0.0064	liver	both_bd	down
15	BP	GO:0006544	glycine metabolic process	10	1	0.01	0.0064	liver	both_bd	down
16	BP	GO:0046135	pyrimidine nucleoside catabolic process	11	1	0.01	0.007	liver	both_bd	down
17	BP	GO:0006707	cholesterol catabolic process	14	1	0.01	0.0089	liver	both_bd	down
18	BP	GO:0034377	plasma lipoprotein particle assembly	17	1	0.01	0.0108	liver	both_bd	down
19	BP	GO:0006699	bile acid biosynthetic process	25	2	0.02	0.0113	liver	both_bd	down
20	BP	GO:0046700	heterocycle catabolic process	459	2	0.29	0.0134	liver	both_bd	down
21	BP	GO:0045540	regulation of cholesterol biosynthetic p...	22	1	0.01	0.0139	liver	both_bd	down
22	BP	GO:0071397	cellular response to cholesterol	24	1	0.02	0.0152	liver	both_bd	down
23	BP	GO:0044270	cellular nitrogen compound catabolic pro...	464	2	0.3	0.0163	liver	both_bd	down
24	BP	GO:0006536	glutamate metabolic process	29	1	0.02	0.0183	liver	both_bd	down
25	BP	GO:0032787	monocarboxylic acid metabolic process	427	4	0.27	0.0195	liver	both_bd	down
26	BP	GO:1901606	alpha-amino acid catabolic process	63	2	0.04	0.0302	liver	both_bd	down
27	BP	GO:0042632	cholesterol homeostasis	51	1	0.03	0.0321	liver	both_bd	down
28	BP	GO:0051289	protein homotetramerization	54	1	0.03	0.0339	liver	both_bd	down
29	BP	GO:0008652	cellular amino acid biosynthetic process	59	1	0.04	0.037	liver	both_bd	down
30	BP	GO:0042136	neurotransmitter biosynthetic process	61	1	0.04	0.0382	liver	both_bd	down
31	BP	GO:0031100	animal organ regeneration	64	1	0.04	0.0401	liver	both_bd	down
32	BP	GO:0006805	xenobiotic metabolic process	70	1	0.04	0.0438	liver	both_bd	down
1	CC	GO:0005777	peroxisome	142	2	0.1	0.0044	liver	both_bd	down
2	CC	GO:0070062	extracellular exosome	859	3	0.61	0.0201	liver	both_bd	down
3	CC	GO:0005783	endoplasmic reticulum	1599	3	1.14	0.0436	liver	both_bd	down
1	MF	GO:0016410	N-acyltransferase activity	100	2	0.07	0.0023	liver	both_bd	down
2	MF	GO:0047617	acyl-CoA hydrolase activity	13	2	0.01	0.0026	liver	both_bd	down
3	MF	GO:0005542	folic acid binding	7	1	0.01	0.0051	liver	both_bd	down
4	MF	GO:0016742	"hydroxymethyl-, formyl- and related tran..."	9	1	0.01	0.0065	liver	both_bd	down
5	MF	GO:0016290	palmitoyl-CoA hydrolase activity	9	1	0.01	0.0065	liver	both_bd	down
6	MF	GO:0016840	carbon-nitrogen lyase activity	12	1	0.01	0.0087	liver	both_bd	down
7	MF	GO:0043539	protein serine/threonine kinase activato...	22	1	0.02	0.0159	liver	both_bd	down
8	MF	GO:0016702	"oxidoreductase activity, acting on singl..."	32	1	0.02	0.023	liver	both_bd	down
9	MF	GO:0008395	steroid hydroxylase activity	37	1	0.03	0.0266	liver	both_bd	down
10	MF	GO:0016709	"oxidoreductase activity, acting on paire..."	46	1	0.03	0.033	liver	both_bd	down
11	MF	GO:0050840	extracellular matrix binding	54	1	0.04	0.0386	liver	both_bd	down
12	MF	GO:0005518	collagen binding	55	1	0.04	0.0393	liver	both_bd	down
1	BP	GO:0006682	galactosylceramide biosynthetic process	6	1	0	0.0042	liver	both_bd	up
2	BP	GO:0018146	keratan sulfate biosynthetic process	9	1	0.01	0.0064	liver	both_bd	up
3	BP	GO:0019731	antibacterial humoral response	11	1	0.01	0.0078	liver	both_bd	up
4	BP	GO:0018195	peptidyl-arginine modification	14	1	0.01	0.0099	liver	both_bd	up
5	BP	GO:0007218	neuropeptide signaling pathway	15	1	0.01	0.0106	liver	both_bd	up
6	BP	GO:0015804	neutral amino acid transport	24	1	0.02	0.0169	liver	both_bd	up
7	BP	GO:0032435	negative regulation of proteasomal ubiqu...	25	1	0.02	0.0176	liver	both_bd	up
8	BP	GO:0030574	collagen catabolic process	37	1	0.03	0.0259	liver	both_bd	up
9	BP	GO:0006096	glycolytic process	42	1	0.03	0.0294	liver	both_bd	up
10	BP	GO:0032873	negative regulation of stress-activated ...	44	1	0.03	0.0307	liver	both_bd	up
11	BP	GO:0006220	pyrimidine nucleotide metabolic process	45	1	0.03	0.0314	liver	both_bd	up
1	MF	GO:0016813	"hydrolase activity, acting on carbon-nit..."	6	1	0	0.0044	liver	both_bd	up
2	MF	GO:0019136	deoxynucleoside kinase activity	6	1	0	0.0044	liver	both_bd	up
3	MF	GO:0005536	glucose binding	8	1	0.01	0.0058	liver	both_bd	up
4	MF	GO:0042605	peptide antigen binding	9	1	0.01	0.0065	liver	both_bd	up
5	MF	GO:0003945	N-acetyllactosamine synthase activity	10	1	0.01	0.0073	liver	both_bd	up
6	MF	GO:0009374	biotin binding	12	1	0.01	0.0087	liver	both_bd	up
7	MF	GO:0019200	carbohydrate kinase activity	19	1	0.01	0.0137	liver	both_bd	up
8	MF	GO:0015175	neutral amino acid transmembrane transpo...	20	1	0.01	0.0145	liver	both_bd	up
9	MF	GO:0003831	beta-N-acetylglucosaminylglycopeptide be...	22	1	0.02	0.0159	liver	both_bd	up
10	MF	GO:0015179	L-amino acid transmembrane transporter a...	37	1	0.03	0.0266	liver	both_bd	up
11	MF	GO:0008528	G protein-coupled peptide receptor activ...	46	1	0.03	0.033	liver	both_bd	up
1	BP	GO:0006958	"complement activation, classical pathway"	16	5	0.05	1.10E-09	skin	both_bd	down
2	BP	GO:0006957	"complement activation, alternative pathw..."	9	3	0.03	2.50E-06	skin	both_bd	down
3	BP	GO:0010828	positive regulation of glucose transmemb...	32	4	0.1	3.00E-06	skin	both_bd	down
4	BP	GO:0030449	regulation of complement activation	11	3	0.04	4.90E-06	skin	both_bd	down
5	BP	GO:0002675	positive regulation of acute inflammator...	13	3	0.04	8.50E-06	skin	both_bd	down
6	BP	GO:0045745	positive regulation of G protein-coupled...	16	3	0.05	1.60E-05	skin	both_bd	down
7	BP	GO:0010866	regulation of triglyceride biosynthetic ...	16	3	0.05	1.60E-05	skin	both_bd	down
8	BP	GO:0010884	positive regulation of lipid storage	18	3	0.06	2.40E-05	skin	both_bd	down
9	BP	GO:0002864	regulation of acute inflammatory respons...	5	2	0.02	9.90E-05	skin	both_bd	down
10	BP	GO:0051122	hepoxilin biosynthetic process	6	2	0.02	0.00015	skin	both_bd	down
11	BP	GO:0008211	glucocorticoid metabolic process	6	2	0.02	0.00015	skin	both_bd	down
12	BP	GO:0001977	renal system process involved in regulat...	7	2	0.02	0.00021	skin	both_bd	down
13	BP	GO:0019372	lipoxygenase pathway	8	2	0.03	0.00027	skin	both_bd	down
14	BP	GO:0060100	"positive regulation of phagocytosis, eng..."	9	2	0.03	0.00035	skin	both_bd	down
15	BP	GO:0003084	positive regulation of systemic arterial...	11	2	0.04	0.00054	skin	both_bd	down
16	BP	GO:0002922	positive regulation of humoral immune re...	11	2	0.04	0.00054	skin	both_bd	down
17	BP	GO:0046415	urate metabolic process	12	2	0.04	0.00064	skin	both_bd	down
18	BP	GO:0033572	transferrin transport	14	2	0.04	0.00088	skin	both_bd	down
19	BP	GO:0031100	animal organ regeneration	64	3	0.2	0.0011	skin	both_bd	down
20	BP	GO:0010954	positive regulation of protein processin...	16	2	0.05	0.00116	skin	both_bd	down
21	BP	GO:0010575	positive regulation of vascular endothel...	16	2	0.05	0.00116	skin	both_bd	down
22	BP	GO:0002888	positive regulation of myeloid leukocyte...	17	2	0.05	0.00131	skin	both_bd	down
23	BP	GO:0043651	linoleic acid metabolic process	19	2	0.06	0.00164	skin	both_bd	down
24	BP	GO:0001990	regulation of systemic arterial blood pr...	19	2	0.06	0.00164	skin	both_bd	down
25	BP	GO:0032094	response to food	21	2	0.07	0.00201	skin	both_bd	down
26	BP	GO:0097242	amyloid-beta clearance	22	2	0.07	0.0022	skin	both_bd	down
27	BP	GO:0007588	excretion	24	2	0.08	0.00262	skin	both_bd	down
28	BP	GO:0015991	ATP hydrolysis coupled proton transport	24	2	0.08	0.00262	skin	both_bd	down
29	BP	GO:0007565	female pregnancy	91	3	0.29	0.00302	skin	both_bd	down
30	BP	GO:0045766	positive regulation of angiogenesis	97	3	0.31	0.00362	skin	both_bd	down
31	BP	GO:0007605	sensory perception of sound	98	3	0.31	0.00373	skin	both_bd	down
32	BP	GO:0043277	apoptotic cell clearance	29	2	0.09	0.00382	skin	both_bd	down
33	BP	GO:0001666	response to hypoxia	204	4	0.65	0.00397	skin	both_bd	down
34	BP	GO:0032868	response to insulin	235	4	0.75	0.00436	skin	both_bd	down
35	BP	GO:0045087	innate immune response	461	8	1.47	0.00488	skin	both_bd	down
36	BP	GO:0048260	positive regulation of receptor-mediated...	35	2	0.11	0.00553	skin	both_bd	down
37	BP	GO:0045851	pH reduction	36	2	0.11	0.00624	skin	both_bd	down
38	BP	GO:0002891	positive regulation of immunoglobulin me...	41	2	0.13	0.00753	skin	both_bd	down
39	BP	GO:0019369	arachidonic acid metabolic process	43	2	0.14	0.00826	skin	both_bd	down
40	BP	GO:0006631	fatty acid metabolic process	307	5	0.98	0.00876	skin	both_bd	down
41	BP	GO:0050900	leukocyte migration	221	4	0.7	0.0092	skin	both_bd	down
42	BP	GO:0009308	amine metabolic process	54	2	0.17	0.0128	skin	both_bd	down
43	BP	GO:0048382	mesendoderm development	5	1	0.02	0.01584	skin	both_bd	down
44	BP	GO:0050930	induction of positive chemotaxis	5	1	0.02	0.01584	skin	both_bd	down
45	BP	GO:0006228	UTP biosynthetic process	5	1	0.02	0.01584	skin	both_bd	down
46	BP	GO:0001555	oocyte growth	6	1	0.02	0.01898	skin	both_bd	down
47	BP	GO:0002551	mast cell chemotaxis	6	1	0.02	0.01898	skin	both_bd	down
48	BP	GO:1903224	regulation of endodermal cell differenti...	6	1	0.02	0.01898	skin	both_bd	down
49	BP	GO:0051238	sequestering of metal ion	6	1	0.02	0.01898	skin	both_bd	down
50	BP	GO:0052200	response to host defenses	6	1	0.02	0.01898	skin	both_bd	down
51	BP	GO:0090197	positive regulation of chemokine secreti...	6	1	0.02	0.01898	skin	both_bd	down
52	BP	GO:0039019	pronephric nephron development	6	1	0.02	0.01898	skin	both_bd	down
53	BP	GO:0038092	nodal signaling pathway	6	1	0.02	0.01898	skin	both_bd	down
54	BP	GO:0006910	"phagocytosis, recognition"	7	1	0.02	0.02211	skin	both_bd	down
55	BP	GO:0010744	positive regulation of macrophage derive...	7	1	0.02	0.02211	skin	both_bd	down
56	BP	GO:0007617	mating behavior	7	1	0.02	0.02211	skin	both_bd	down
57	BP	GO:0086073	bundle of His cell-Purkinje myocyte adhe...	7	1	0.02	0.02211	skin	both_bd	down
58	BP	GO:0001867	"complement activation, lectin pathway"	7	1	0.02	0.02211	skin	both_bd	down
59	BP	GO:0006183	GTP biosynthetic process	8	1	0.03	0.02522	skin	both_bd	down
60	BP	GO:0042755	eating behavior	8	1	0.03	0.02522	skin	both_bd	down
61	BP	GO:0070257	positive regulation of mucus secretion	8	1	0.03	0.02522	skin	both_bd	down
62	BP	GO:0035360	positive regulation of peroxisome prolif...	8	1	0.03	0.02522	skin	both_bd	down
63	BP	GO:0048148	behavioral response to cocaine	8	1	0.03	0.02522	skin	both_bd	down
64	BP	GO:0002523	leukocyte migration involved in inflamma...	9	1	0.03	0.02833	skin	both_bd	down
65	BP	GO:0032925	regulation of activin receptor signaling...	9	1	0.03	0.02833	skin	both_bd	down
66	BP	GO:0045109	intermediate filament organization	9	1	0.03	0.02833	skin	both_bd	down
67	BP	GO:0050482	arachidonic acid secretion	10	1	0.03	0.03143	skin	both_bd	down
68	BP	GO:0042730	fibrinolysis	10	1	0.03	0.03143	skin	both_bd	down
69	BP	GO:0030277	maintenance of gastrointestinal epitheli...	10	1	0.03	0.03143	skin	both_bd	down
70	BP	GO:0086064	cell communication by electrical couplin...	10	1	0.03	0.03143	skin	both_bd	down
71	BP	GO:1904659	glucose transmembrane transport	66	5	0.21	0.03162	skin	both_bd	down
72	BP	GO:0034334	adherens junction maintenance	11	1	0.04	0.03452	skin	both_bd	down
73	BP	GO:0002934	desmosome organization	11	1	0.04	0.03452	skin	both_bd	down
74	BP	GO:0033189	response to vitamin A	11	1	0.04	0.03452	skin	both_bd	down
75	BP	GO:0006241	CTP biosynthetic process	11	1	0.04	0.03452	skin	both_bd	down
76	BP	GO:0032354	response to follicle-stimulating hormone	11	1	0.04	0.03452	skin	both_bd	down
77	BP	GO:0019731	antibacterial humoral response	11	1	0.04	0.03452	skin	both_bd	down
78	BP	GO:0072102	glomerulus morphogenesis	12	1	0.04	0.0376	skin	both_bd	down
79	BP	GO:0035902	response to immobilization stress	12	1	0.04	0.0376	skin	both_bd	down
80	BP	GO:0098911	regulation of ventricular cardiac muscle...	12	1	0.04	0.0376	skin	both_bd	down
81	BP	GO:0032461	positive regulation of protein oligomeri...	13	1	0.04	0.04067	skin	both_bd	down
82	BP	GO:0006882	cellular zinc ion homeostasis	13	1	0.04	0.04067	skin	both_bd	down
83	BP	GO:0072112	glomerular visceral epithelial cell diff...	14	1	0.04	0.04373	skin	both_bd	down
84	BP	GO:0003094	glomerular filtration	14	1	0.04	0.04373	skin	both_bd	down
85	BP	GO:0086019	cell-cell signaling involved in cardiac ...	14	1	0.04	0.04373	skin	both_bd	down
86	BP	GO:0051384	response to glucocorticoid	107	2	0.34	0.04562	skin	both_bd	down
87	BP	GO:0034695	response to prostaglandin E	15	1	0.05	0.04679	skin	both_bd	down
88	BP	GO:0072017	distal tubule development	15	1	0.05	0.04679	skin	both_bd	down
89	BP	GO:0006067	ethanol metabolic process	15	1	0.05	0.04679	skin	both_bd	down
90	BP	GO:0035094	response to nicotine	15	1	0.05	0.04679	skin	both_bd	down
91	BP	GO:0061436	establishment of skin barrier	16	1	0.05	0.04983	skin	both_bd	down
92	BP	GO:0042572	retinol metabolic process	16	1	0.05	0.04983	skin	both_bd	down
93	BP	GO:0060263	regulation of respiratory burst	16	1	0.05	0.04983	skin	both_bd	down
1	CC	GO:0005615	extracellular space	1521	18	5.6	0.00022	skin	both_bd	down
2	CC	GO:0032982	myosin filament	40	3	0.15	0.00043	skin	both_bd	down
3	CC	GO:0005576	extracellular region	2151	25	7.93	0.00064	skin	both_bd	down
4	CC	GO:0016471	vacuolar proton-transporting V-type ATPa...	14	2	0.05	0.00118	skin	both_bd	down
5	CC	GO:0070062	extracellular exosome	859	9	3.17	0.00392	skin	both_bd	down
6	CC	GO:0072562	blood microparticle	27	2	0.1	0.00441	skin	both_bd	down
7	CC	GO:0014704	intercalated disc	49	2	0.18	0.01404	skin	both_bd	down
8	CC	GO:0005882	intermediate filament	64	3	0.24	0.01467	skin	both_bd	down
9	CC	GO:0044327	dendritic spine head	5	1	0.02	0.01829	skin	both_bd	down
10	CC	GO:0032584	growth cone membrane	6	1	0.02	0.02191	skin	both_bd	down
11	CC	GO:0033180	"proton-transporting V-type ATPase, V1 do..."	9	1	0.03	0.03268	skin	both_bd	down
12	CC	GO:0033179	"proton-transporting V-type ATPase, V0 do..."	10	1	0.04	0.03625	skin	both_bd	down
13	CC	GO:0005744	TIM23 mitochondrial import inner membran...	10	1	0.04	0.03625	skin	both_bd	down
14	CC	GO:0001533	cornified envelope	11	1	0.04	0.0398	skin	both_bd	down
15	CC	GO:0005886	plasma membrane	3658	19	13.48	0.04464	skin	both_bd	down
16	CC	GO:0045095	keratin filament	13	1	0.05	0.04687	skin	both_bd	down
1	MF	GO:0005355	glucose transmembrane transporter activi...	15	3	0.06	2.20E-05	skin	both_bd	down
2	MF	GO:0005402	carbohydrate:cation symporter activity	21	3	0.08	0.00028	skin	both_bd	down
3	MF	GO:0004866	endopeptidase inhibitor activity	97	4	0.37	0.00075	skin	both_bd	down
4	MF	GO:0048038	quinone binding	13	2	0.05	0.00107	skin	both_bd	down
5	MF	GO:0016641	"oxidoreductase activity, acting on the C..."	15	2	0.06	0.00143	skin	both_bd	down
6	MF	GO:0033764	"steroid dehydrogenase activity, acting o..."	22	2	0.08	0.00309	skin	both_bd	down
7	MF	GO:0003823	antigen binding	22	2	0.08	0.00309	skin	both_bd	down
8	MF	GO:0005496	steroid binding	82	3	0.31	0.00366	skin	both_bd	down
9	MF	GO:0016702	"oxidoreductase activity, acting on singl..."	32	2	0.12	0.00647	skin	both_bd	down
10	MF	GO:0001664	G protein-coupled receptor binding	132	4	0.5	0.00932	skin	both_bd	down
11	MF	GO:0015370	solute:sodium symporter activity	43	2	0.16	0.01148	skin	both_bd	down
12	MF	GO:0005507	copper ion binding	49	2	0.19	0.01473	skin	both_bd	down
13	MF	GO:0051287	NAD binding	50	2	0.19	0.01531	skin	both_bd	down
14	MF	GO:0004064	arylesterase activity	5	1	0.02	0.01877	skin	both_bd	down
15	MF	GO:0031750	D3 dopamine receptor binding	5	1	0.02	0.01877	skin	both_bd	down
16	MF	GO:0031748	D1 dopamine receptor binding	5	1	0.02	0.01877	skin	both_bd	down
17	MF	GO:0086083	cell adhesive protein binding involved i...	5	1	0.02	0.01877	skin	both_bd	down
18	MF	GO:0015143	urate transmembrane transporter activity	5	1	0.02	0.01877	skin	both_bd	down
19	MF	GO:0048185	activin binding	6	1	0.02	0.02248	skin	both_bd	down
20	MF	GO:0005114	type II transforming growth factor beta ...	6	1	0.02	0.02248	skin	both_bd	down
21	MF	GO:0035673	oligopeptide transmembrane transporter a...	6	1	0.02	0.02248	skin	both_bd	down
22	MF	GO:0019215	intermediate filament binding	7	1	0.03	0.02618	skin	both_bd	down
23	MF	GO:0004104	cholinesterase activity	7	1	0.03	0.02618	skin	both_bd	down
24	MF	GO:0019841	retinol binding	7	1	0.03	0.02618	skin	both_bd	down
25	MF	GO:0005347	ATP transmembrane transporter activity	7	1	0.03	0.02618	skin	both_bd	down
26	MF	GO:0042056	chemoattractant activity	7	1	0.03	0.02618	skin	both_bd	down
27	MF	GO:0016918	retinal binding	7	1	0.03	0.02618	skin	both_bd	down
28	MF	GO:0004862	cAMP-dependent protein kinase inhibitor ...	7	1	0.03	0.02618	skin	both_bd	down
29	MF	GO:0008112	nicotinamide N-methyltransferase activit...	7	1	0.03	0.02618	skin	both_bd	down
30	MF	GO:0005506	iron ion binding	170	3	0.64	0.02638	skin	both_bd	down
31	MF	GO:0005516	calmodulin binding	301	4	1.14	0.02679	skin	both_bd	down
32	MF	GO:0004022	alcohol dehydrogenase (NAD) activity	8	1	0.03	0.02987	skin	both_bd	down
33	MF	GO:0017134	fibroblast growth factor binding	10	1	0.04	0.0372	skin	both_bd	down
34	MF	GO:0004550	nucleoside diphosphate kinase activity	10	1	0.04	0.0372	skin	both_bd	down
35	MF	GO:0090729	toxin activity	11	1	0.04	0.04084	skin	both_bd	down
36	MF	GO:1901618	organic hydroxy compound transmembrane t...	13	1	0.05	0.04809	skin	both_bd	down
37	MF	GO:0017080	sodium channel regulator activity	13	1	0.05	0.04809	skin	both_bd	down
1	BP	GO:0006154	adenosine catabolic process	5	1	0	0.0025	skin	both_bd	up
2	BP	GO:0015014	heparan sulfate proteoglycan biosyntheti...	5	1	0	0.0025	skin	both_bd	up
3	BP	GO:0010668	ectodermal cell differentiation	6	1	0	0.003	skin	both_bd	up
4	BP	GO:0061042	vascular wound healing	7	1	0	0.0035	skin	both_bd	up
5	BP	GO:0072498	embryonic skeletal joint development	9	1	0	0.0045	skin	both_bd	up
6	BP	GO:0046129	purine ribonucleoside biosynthetic proce...	21	1	0.01	0.0104	skin	both_bd	up
7	BP	GO:0070268	cornification	25	1	0.01	0.0123	skin	both_bd	up
8	BP	GO:0046326	positive regulation of glucose import	28	1	0.01	0.0138	skin	both_bd	up
9	BP	GO:0021772	olfactory bulb development	35	1	0.02	0.0172	skin	both_bd	up
10	BP	GO:0120162	positive regulation of cold-induced ther...	58	1	0.03	0.0284	skin	both_bd	up
11	BP	GO:2001237	negative regulation of extrinsic apoptot...	62	1	0.03	0.0303	skin	both_bd	up
12	BP	GO:0007492	endoderm development	65	1	0.03	0.0318	skin	both_bd	up
13	BP	GO:0007498	mesoderm development	70	1	0.03	0.0342	skin	both_bd	up
14	BP	GO:0046847	filopodium assembly	71	1	0.04	0.0347	skin	both_bd	up
15	BP	GO:0043588	skin development	186	2	0.09	0.035	skin	both_bd	up
16	BP	GO:0006024	glycosaminoglycan biosynthetic process	72	1	0.04	0.0352	skin	both_bd	up
17	BP	GO:0048565	digestive tract development	81	1	0.04	0.0395	skin	both_bd	up
18	BP	GO:0019395	fatty acid oxidation	85	1	0.04	0.0414	skin	both_bd	up
19	BP	GO:0007565	female pregnancy	91	1	0.05	0.0443	skin	both_bd	up
20	BP	GO:0009168	purine ribonucleoside monophosphate bios...	97	1	0.05	0.0471	skin	both_bd	up
1	CC	GO:0045095	keratin filament	13	3	0.01	5.50E-08	skin	both_bd	up
2	CC	GO:0030056	hemidesmosome	19	1	0.01	0.012	skin	both_bd	up
3	CC	GO:0031226	intrinsic component of plasma membrane	881	2	0.57	0.022	skin	both_bd	up
4	CC	GO:0008305	integrin complex	41	1	0.03	0.026	skin	both_bd	up
5	CC	GO:0009925	basal plasma membrane	49	1	0.03	0.031	skin	both_bd	up
1	MF	GO:0038132	neuregulin binding	5	1	0	0.0029	skin	both_bd	up
2	MF	GO:0004000	adenosine deaminase activity	14	1	0.01	0.0081	skin	both_bd	up
3	MF	GO:0005198	structural molecule activity	782	3	0.46	0.0083	skin	both_bd	up
4	MF	GO:0015020	glucuronosyltransferase activity	19	1	0.01	0.011	skin	both_bd	up
5	MF	GO:0004198	calcium-dependent cysteine-type endopept...	28	1	0.02	0.0162	skin	both_bd	up
6	MF	GO:0005520	insulin-like growth factor binding	29	1	0.02	0.0168	skin	both_bd	up
7	MF	GO:0046982	protein heterodimerization activity	369	2	0.21	0.0181	skin	both_bd	up
8	MF	GO:0042562	hormone binding	39	1	0.02	0.0225	skin	both_bd	up
