gene	GO_ID
comp1049195	GO:0004252, GO:0005615, GO:0006508, GO:0062023
comp1049263	
comp1050199	GO:0003713, GO:0005783, GO:0005829, GO:0005886, GO:0008013, GO:0008022, GO:0016358, GO:0030054, GO:0030159, GO:0030521, GO:0031410, GO:0035259, GO:0035556, GO:0043005, GO:0045121, GO:0045211, GO:0045893, GO:0050681, GO:0098887, GO:0098978, GO:0099003, GO:0150012
comp1051445	GO:0030165, GO:0046872, GO:0051260
comp1051677	GO:0016021
comp1052072	GO:0005102, GO:0005198, GO:0005201, GO:0005576, GO:0005604, GO:0007155, GO:0007411, GO:0007517, GO:0014037, GO:0030155, GO:0030198, GO:0030334, GO:0031594, GO:0032224, GO:0042383, GO:0043083, GO:0043197, GO:0045995, GO:0062023
comp1052318	GO:0003779, GO:0005829, GO:0005925, GO:0015629, GO:0045296
comp1052528	GO:0003958, GO:0005829, GO:0008219, GO:0010181, GO:0016226, GO:0036245, GO:0048471, GO:0050660, GO:0050661
comp1052583	GO:0005758
comp1053063	GO:0005215, GO:0005319, GO:0005524, GO:0005615, GO:0005886, GO:0006869, GO:0016020, GO:0016021, GO:0042493, GO:0042626, GO:0043231, GO:0044267, GO:0051384, GO:0055085, GO:0097208, GO:0097232, GO:0097233
comp1053432	GO:0000266, GO:0005739, GO:0005741, GO:0005759, GO:0016021, GO:0019003, GO:0042802, GO:0043531, GO:0070131, GO:0071456, GO:0090141, GO:0090314
comp1054091	GO:0003779, GO:0005198, GO:0005516, GO:0005737, GO:0005856, GO:0016010, GO:0030054, GO:0030165, GO:0032991, GO:0042383, GO:0045202
comp1054096	GO:0005576
comp1054380	GO:0000381, GO:0001510, GO:0001569, GO:0003723, GO:0003729, GO:0005634, GO:0005654, GO:0007221, GO:0009048, GO:0016032, GO:0016607, GO:0031965, GO:0036396, GO:0038163, GO:0045638, GO:0045652, GO:0048536, GO:0060412, GO:0060674
comp1054703	GO:0042802
comp1055894	GO:0000724, GO:0003677, GO:0003887, GO:0005634, GO:0005654, GO:0006260, GO:0006287, GO:0006289, GO:0006303, GO:0016446, GO:0046872, GO:0051575, GO:0071897
comp1056102	GO:0005496, GO:0005886, GO:0016021, GO:0038023
comp1056137	GO:0001503, GO:0001653, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0005887, GO:0006182, GO:0007165, GO:0007168, GO:0010753, GO:0016941, GO:0017046, GO:0019934, GO:0022414, GO:0042802, GO:0051447, GO:0060348, GO:0097011, GO:1900194
comp1056610	GO:0000014, GO:0000082, GO:0000403, GO:0000406, GO:0000724, GO:0000729, GO:0001103, GO:0001835, GO:0003684, GO:0003690, GO:0003697, GO:0003714, GO:0005634, GO:0005654, GO:0006260, GO:0006281, GO:0006289, GO:0006357, GO:0010792, GO:0017053, GO:0032355, GO:0035861, GO:0042802, GO:0043231, GO:0051301, GO:0051321, GO:0070317, GO:0070336, GO:0005507, GO:0005546, GO:0005547, GO:0005634, GO:0005654, GO:0005737, GO:0005768, GO:0005769, GO:0005829, GO:0006893, GO:0010008, GO:0015031, GO:0031398, GO:0031462, GO:0032088, GO:0032434, GO:0042802, GO:0042803, GO:0043325, GO:0043687, GO:0048227, GO:0055037, GO:0055070, GO:0070300, GO:0080025, GO:1902306, GO:2000009
comp1058063	GO:0008021, GO:0030054, GO:0030136, GO:0030424, GO:0031175, GO:0036466, GO:0042734, GO:0044297, GO:0044306, GO:0098793, GO:0098794, GO:0150007
comp105834	GO:0004571, GO:0005509, GO:0005788, GO:0006486, GO:0006986, GO:0016020, GO:1904382
comp1059100	GO:0004383, GO:0005525, GO:0005737, GO:0006182, GO:0008074, GO:0019934, GO:0020037, GO:0038060, GO:0046872, GO:0048786, GO:0071732, GO:0099555
comp10593	GO:0004109, GO:0005739, GO:0006779, GO:0046872, GO:0051539
comp105961	GO:0005509, GO:0005813, GO:0005829, GO:0005874, GO:0034454, GO:0045171
comp1059867	GO:0003836, GO:0006486, GO:0008118, GO:0008373, GO:0016021, GO:0032580
comp106002	GO:0000812, GO:0003677, GO:0003713, GO:0004386, GO:0004402, GO:0005524, GO:0005634, GO:0005654, GO:0005794, GO:0006338, GO:0006357, GO:0016032, GO:0016458, GO:0016604, GO:0016887, GO:0032991, GO:0042393, GO:0043044, GO:0043486, GO:0048471
comp1060683	GO:0008277, GO:0030054, GO:0042734, GO:0043235, GO:0045211, GO:0051260
comp106091	GO:0000776, GO:0000777, GO:0003676
comp1061375	GO:0015295, GO:0016021
comp1062270	GO:0005765, GO:0006886, GO:0006914, GO:0008333, GO:0016192, GO:0030897, GO:0031902, GO:0034058, GO:1902774, GO:1990126
comp106242	GO:0001525, GO:0001569, GO:0002116, GO:0003151, GO:0003279, GO:0005886, GO:0005887, GO:0007162, GO:0007221, GO:0007416, GO:0008360, GO:0017154, GO:0019904, GO:0030027, GO:0030334, GO:0031258, GO:0032092, GO:0035904, GO:0043087, GO:0043542, GO:0045765, GO:0050772, GO:0060666, GO:0060976, GO:0071526, GO:1902287
comp1062742	GO:0005886, GO:0031410
comp106335	GO:0000178, GO:0003723, GO:0005615, GO:0005634, GO:0006396, GO:0046872
comp1064039	GO:0000981, GO:0003677, GO:0005634, GO:0046872
comp1065431	GO:0005789, GO:0051786
comp1066099	GO:0001650, GO:0004672, GO:0004674, GO:0004704, GO:0004709, GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0006955, GO:0007249, GO:0016301, GO:0023014, GO:0031098, GO:0032147, GO:0033209, GO:0038061, GO:0043123, GO:0043231, GO:0051607, GO:0071260
comp1066301	GO:0005783, GO:0030220
comp1066375	GO:0003677, GO:0003713, GO:0005634, GO:0006357, GO:0008270, GO:0035065
comp1066652	GO:0000932, GO:0003723, GO:0005654, GO:0005829, GO:0007223, GO:0010628, GO:0010629, GO:0031047, GO:0035068, GO:0035194, GO:0035195, GO:0035278, GO:0045652, GO:0060213, GO:1900153
comp1066769	GO:0000209, GO:0004842, GO:0005737, GO:0005886, GO:0005902, GO:0006511, GO:0006622, GO:0006955, GO:0007528, GO:0008022, GO:0014894, GO:0016567, GO:0030948, GO:0031175, GO:0031623, GO:0032801, GO:0043161, GO:0043197, GO:0045121, GO:0045732, GO:0048814, GO:0050807, GO:0061630, GO:0070534, GO:0098978, GO:0099149, GO:0099576, GO:2000650
comp1066910	
comp1067174	GO:0005634, GO:0005654, GO:0006974, GO:0016567, GO:0016740, GO:0031491, GO:0035861, GO:0046872, GO:0070530, GO:2000780
comp106751	GO:0004674, GO:0005085, GO:0005089, GO:0005524, GO:0005829, GO:0007185, GO:0007186, GO:0035023, GO:0043065, GO:0045599, GO:0051056
comp1068248	GO:0003723, GO:0003730, GO:0005634, GO:0005737, GO:0005829, GO:0006396, GO:0008143, GO:0008266, GO:1990904
comp1068765	GO:0000151, GO:0003712, GO:0003713, GO:0004402, GO:0005634, GO:0006366, GO:0016567, GO:0016592, GO:0019827, GO:0051291
comp1069862	GO:0000139, GO:0003924, GO:0005525, GO:0005886, GO:0007165
comp1071238	GO:0000123, GO:0002151, GO:0005634, GO:0005654, GO:0005730, GO:0005737, GO:0005783, GO:0005844, GO:0006281, GO:0006310, GO:0006464, GO:0008266, GO:0010521, GO:0016579, GO:0030425, GO:0031011, GO:0034046, GO:0043204, GO:0043981, GO:0043982, GO:0043984, GO:0044545, GO:0045944, GO:0051974, GO:0071339, GO:1904357, GO:1904751
comp107166	GO:0004596, GO:0005634, GO:0005737, GO:0005829, GO:0006474, GO:0010485, GO:0031415, GO:0034087, GO:0052858, GO:0071962
comp1071926	GO:0002053, GO:0002903, GO:0005158, GO:0005829, GO:0005886, GO:0007420, GO:0008283, GO:0008284, GO:0008286, GO:0009749, GO:0010748, GO:0010907, GO:0019901, GO:0019903, GO:0019904, GO:0030335, GO:0030879, GO:0030890, GO:0032000, GO:0032024, GO:0032869, GO:0032991, GO:0033673, GO:0043548, GO:0045725, GO:0046326, GO:0071333, GO:0071889
comp1072064	GO:0005654, GO:0005737, GO:0005794, GO:0005829, GO:0015871, GO:0039536, GO:0039552, GO:0045087, GO:0098772
comp1072761	GO:0001750, GO:0005813, GO:0005929, GO:0005930, GO:0007368, GO:0007507, GO:0008589, GO:0021532, GO:0030991, GO:0031076, GO:0032391, GO:0035721, GO:0035735, GO:0035845, GO:0036064, GO:0042733, GO:0048701, GO:0048705, GO:0060041, GO:0060271, GO:0061512, GO:0072001, GO:0097542, GO:1902017, GO:1905515, GO:1990403
comp1073600	GO:0000922, GO:0001578, GO:0003723, GO:0005615, GO:0005737, GO:0005856, GO:0008017, GO:0010506, GO:0016324, GO:0016327, GO:0016328, GO:0030496, GO:0042803, GO:0045197, GO:0090314, GO:0097427, GO:2000576
comp107366	GO:0000145, GO:0005829, GO:0005886, GO:0006887, GO:0006893, GO:0006904, GO:0015031, GO:0016020, GO:0030426, GO:0048471, GO:0090543
comp1073707	GO:0005516, GO:0005737, GO:0005856, GO:0007275, GO:0016055
comp1076249	GO:0005789, GO:0016021, GO:0019216, GO:0033116
comp1077926	GO:0001942, GO:0004888, GO:0005886, GO:0006915, GO:0008544, GO:0010628, GO:0016021, GO:0030154, GO:0033209, GO:0038023, GO:0042475, GO:0043123, GO:0043473, GO:0045177, GO:0046330, GO:0060662, GO:1901224
comp1077931	GO:0002039, GO:0003677, GO:0003678, GO:0005524, GO:0005634, GO:0008013, GO:0008094, GO:0016055, GO:0030178, GO:0042393, GO:0043044, GO:0043066, GO:0045892, GO:0045893, GO:0071339
comp1078975	GO:0001755, GO:0001938, GO:0002043, GO:0005886, GO:0007155, GO:0007162, GO:0007267, GO:0007399, GO:0007413, GO:0016020, GO:0016021, GO:0021536, GO:0030215, GO:0030335, GO:0030836, GO:0035373, GO:0043395, GO:0045499, GO:0045545, GO:0045766, GO:0048842, GO:0048843, GO:0050918, GO:0051897, GO:0060326, GO:0070062, GO:0071526, GO:0090263, GO:1990256, GO:2000352, GO:2001028
comp1079221	GO:0000278, GO:0000776, GO:0000777, GO:0000778, GO:0000940, GO:0004672, GO:0004674, GO:0005524, GO:0005680, GO:0005737, GO:0005815, GO:0005819, GO:0005829, GO:0006915, GO:0007091, GO:0007093, GO:0007094, GO:0008283, GO:0031145, GO:0048471, GO:0051301, GO:0051754, GO:0071459, GO:1901990
comp1080586	GO:0001755, GO:0016021, GO:0030215, GO:0030335, GO:0045499, GO:0048675, GO:0048843, GO:0050908, GO:0071526, GO:0097485, GO:1990138
comp108265	GO:0004703, GO:0005524, GO:0005886, GO:0007186, GO:0008277, GO:0016020, GO:0016055, GO:0047696
comp108290	GO:0009615
comp108364	GO:0003677, GO:0005634, GO:0006355, GO:0046872
comp108367	GO:0000165, GO:0000186, GO:0000209, GO:0004674, GO:0004706, GO:0004709, GO:0004842, GO:0005524, GO:0005737, GO:0006468, GO:0006511, GO:0006970, GO:0007256, GO:0008270, GO:0008432, GO:0016020, GO:0018105, GO:0023014, GO:0031098, GO:0031434, GO:0032147, GO:0032232, GO:0043065, GO:0043406, GO:0043507, GO:0045944, GO:0046625, GO:0046777, GO:0050434, GO:0051019, GO:0051259
comp1084826	GO:0000278, GO:0005049, GO:0005634, GO:0005643, GO:0005654, GO:0005829, GO:0005925, GO:0006406, GO:0006606, GO:0006611, GO:0008139, GO:0016032, GO:0017056, GO:0043231, GO:0043488, GO:0046822, GO:0051726, GO:1990876
comp1086092	GO:0005096, GO:0007165, GO:0016787, GO:0046872, GO:0055038
comp1087956	GO:0005086, GO:0005730, GO:0005737, GO:0008289, GO:0016020, GO:0030036, GO:0032012, GO:0043231, GO:0043547, GO:0051549, GO:1903393
comp1088056	GO:0005765, GO:0015031, GO:0015333, GO:0016021, GO:0035673, GO:0043231, GO:1904680
comp108876	GO:0002020, GO:0004842, GO:0005634, GO:0005737, GO:0005829, GO:0016055, GO:0032991, GO:0043027, GO:0043066, GO:0043524, GO:0046872, GO:0048471, GO:0061630, GO:0090263, GO:0097110, GO:1990001
comp108938	GO:0003677, GO:0003723, GO:0003887, GO:0003964, GO:0004190, GO:0004519, GO:0005634, GO:0006310, GO:0015074, GO:0046872
comp1089470	GO:0004031, GO:0004854, GO:0005506, GO:0005829, GO:0009055, GO:0009115, GO:0017144, GO:0042803, GO:0043546, GO:0050250, GO:0050660, GO:0051287, GO:0051537, GO:0055114, GO:0071949, GO:0102797, GO:0102798
comp1089498	GO:0000122, GO:0003700, GO:0005634, GO:0005667, GO:0006355, GO:0007517, GO:0030154, GO:0043565, GO:0051450
comp109077	GO:0000139, GO:0001786, GO:0001816, GO:0001934, GO:0002437, GO:0005088, GO:0005096, GO:0005509, GO:0005789, GO:0005794, GO:0005829, GO:0005886, GO:0007265, GO:0008270, GO:0014066, GO:0019992, GO:0030154, GO:0031210, GO:0032252, GO:0032725, GO:0032760, GO:0032816, GO:0032825, GO:0033089, GO:0042629, GO:0042803, GO:0043303, GO:0043406, GO:0043547, GO:0045954, GO:0046330, GO:0046579, GO:0047496, GO:0051259, GO:0070372, GO:0070374, GO:0090630, GO:1902715
comp1091036	
comp1091081	GO:0003989, GO:0004075, GO:0005524, GO:0005634, GO:0005739, GO:0005741, GO:0005829, GO:0006084, GO:0006633, GO:0006853, GO:0009374, GO:0010629, GO:0010884, GO:0010906, GO:0012505, GO:0014070, GO:0031325, GO:0031667, GO:0031999, GO:0042493, GO:0042802, GO:0043086, GO:0045540, GO:0046872, GO:0051289, GO:0060421, GO:0097009, GO:2001295
comp1091227	GO:0003958, GO:0005829, GO:0008219, GO:0010181, GO:0016226, GO:0016491, GO:0036245, GO:0048471, GO:0050660, GO:0050661
comp109153	GO:0005622, GO:0005829, GO:0006623, GO:0006895, GO:0006914, GO:0007399, GO:0007626, GO:0008104, GO:0019898, GO:0031045, GO:0035176, GO:0045053
comp109181	GO:0000122, GO:0003714, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0005856, GO:0006936, GO:0035987, GO:0042802, GO:0070370, GO:1900034
comp1092017	GO:0009925
comp109207	GO:0005886, GO:0007275, GO:0016021
comp1092184	GO:0005509
comp109296	GO:0000977, GO:0005634, GO:0045944, GO:0046983
comp1094194	GO:0003281, GO:0005096, GO:0005765, GO:0032007, GO:0034198, GO:0035909, GO:0038202, GO:0048738, GO:0060021, GO:1990130, GO:2000785
comp109560	GO:0003743, GO:0005634, GO:0005737, GO:0006446
comp109600	GO:0001843, GO:0003730, GO:0003735, GO:0005730, GO:0005813, GO:0006364, GO:0006412, GO:0008266, GO:0010628, GO:0019901, GO:0022627, GO:0030154, GO:0032040, GO:0042274, GO:0045202, GO:0048027, GO:0050821, GO:1902255, GO:1990948, GO:2000059
comp109604	GO:0000027, GO:0003730, GO:0003735, GO:0005654, GO:0005730, GO:0005783, GO:0006364, GO:0006412, GO:0008097, GO:0022625, GO:0031625, GO:0045202, GO:0045727, GO:0048027, GO:0050821, GO:1901796, GO:1990948, GO:2000059, GO:2000435
comp109632	GO:0004111, GO:0005524, GO:0005615, GO:0009408
comp109646	GO:0005524, GO:0005634, GO:0005856, GO:0005886, GO:0005925, GO:0015629, GO:0097433
comp109672	GO:0005085, GO:0005088, GO:0005829, GO:0005886, GO:0007186, GO:0007264, GO:0016020, GO:0017016, GO:0017156, GO:0017157, GO:0019933, GO:0030073, GO:0030552, GO:0050796, GO:0098686, GO:0098693
comp109682	GO:0005623, GO:0006623, GO:0007005, GO:0019898, GO:0045053, GO:0070062, GO:1901526
comp109708	GO:0003735, GO:0005840, GO:0006412, GO:0046872
comp1098189	GO:0000287, GO:0003924, GO:0005198, GO:0005525, GO:0005634, GO:0005654, GO:0005739, GO:0005940, GO:0006915, GO:0007420, GO:0008021, GO:0015630, GO:0017157, GO:0030382, GO:0031105, GO:0031398, GO:0032947, GO:0042803, GO:0042981, GO:0043065, GO:0048240, GO:0051260, GO:0061640, GO:0097227, GO:2001244
comp109863	GO:0003735, GO:0005840, GO:0006412
comp109931	GO:0001726, GO:0002762, GO:0003677, GO:0003713, GO:0004550, GO:0004673, GO:0004674, GO:0005504, GO:0005524, GO:0005634, GO:0005737, GO:0005739, GO:0005829, GO:0005882, GO:0006165, GO:0006183, GO:0006228, GO:0006241, GO:0007189, GO:0007229, GO:0008144, GO:0009142, GO:0010976, GO:0019003, GO:0019215, GO:0019899, GO:0030027, GO:0031966, GO:0034599, GO:0043066, GO:0043209, GO:0045618, GO:0045682, GO:0045893, GO:0045944, GO:0046777, GO:0046872, GO:0048471, GO:0050679, GO:0051259, GO:0051880, GO:0060416, GO:0071333, GO:0071398, GO:0071944
comp110021	GO:0000049, GO:0003723, GO:0003729, GO:0005049, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0006611, GO:0008536, GO:0008565, GO:0010586, GO:0035068, GO:0035281, GO:0042272, GO:0042565, GO:0046825, GO:0070883, GO:1900370
comp110152	GO:0000184, GO:0002181, GO:0003723, GO:0003735, GO:0005634, GO:0005829, GO:0005840, GO:0005925, GO:0006412, GO:0006413, GO:0006614, GO:0016020, GO:0019843, GO:0022625
comp1102705	GO:0001701, GO:0003779, GO:0003785, GO:0005102, GO:0005737, GO:0005912, GO:0007009, GO:0007015, GO:0007399, GO:0007517, GO:0010960, GO:0015629, GO:0030041, GO:0030282, GO:0032233, GO:0034334, GO:0042802, GO:0050680, GO:0051015, GO:0061333, GO:0071498, GO:0072001, GO:0072102, GO:0072160, GO:2001013
comp110330	GO:0005875, GO:0005881, GO:0008017, GO:0035371, GO:0051010
comp110404	GO:0001504, GO:0002026, GO:0002087, GO:0005391, GO:0005524, GO:0005768, GO:0005890, GO:0005901, GO:0006813, GO:0006814, GO:0006883, GO:0006940, GO:0008217, GO:0008344, GO:0008542, GO:0010882, GO:0014704, GO:0015988, GO:0015991, GO:0019229, GO:0019829, GO:0030007, GO:0030315, GO:0030955, GO:0031402, GO:0035094, GO:0036376, GO:0040011, GO:0042383, GO:0043005, GO:0043197, GO:0045202, GO:0045822, GO:0045988, GO:0046034, GO:0051087, GO:0051481, GO:0055119, GO:0060048, GO:0071260, GO:0071383, GO:0086004, GO:1903170, GO:1903280, GO:1903416, GO:1990239, GO:1990573
comp110437	GO:0000922, GO:0001578, GO:0005615, GO:0005737, GO:0005856, GO:0008017, GO:0010506, GO:0016324, GO:0016327, GO:0016328, GO:0030496, GO:0042803, GO:0045197, GO:0090314, GO:0097427, GO:2000576
comp1105029	GO:0003779, GO:0005737, GO:0005739, GO:0005741, GO:0005856, GO:0005925, GO:0006898, GO:0016601, GO:0030027, GO:0030036, GO:0031175, GO:0031209, GO:0032839, GO:0032991, GO:0048365, GO:0051018, GO:0051388, GO:0072673, GO:0097484, GO:0098794, GO:0098885, GO:0098939, GO:1990416, GO:2000601
comp110588	GO:0002181, GO:0003729, GO:0003735, GO:0022627, GO:0042788, GO:0098556
comp110663	GO:0003676, GO:0003964, GO:0004190, GO:0004519, GO:0015074
comp110677	GO:0005615, GO:0005654, GO:0005887, GO:0007179, GO:0009986, GO:0010628, GO:0031012, GO:0046007, GO:0050431, GO:0050710, GO:0062009, GO:1901388, GO:1901398
comp110724	GO:0008237, GO:0008270
comp1108886	GO:0005385, GO:0005737, GO:0005770, GO:0005774, GO:0005886, GO:0006829, GO:0010043, GO:0016021, GO:0031410, GO:0043231, GO:0061088, GO:0061090, GO:0071577
comp1109696	GO:0004674, GO:0004712, GO:0004715, GO:0005524, GO:0005634, GO:0005737, GO:0005768, GO:0005886, GO:0005905, GO:0005912, GO:0006897, GO:0007165, GO:0016310, GO:0030136, GO:0030659, GO:0031234, GO:0042059, GO:0045616, GO:0046872
comp1110509	GO:0008270, GO:0031462, GO:0032420, GO:0048812, GO:1902667, GO:2001222
comp1113774	GO:0004725, GO:0005654, GO:0005737, GO:0005829, GO:0005856, GO:0006470, GO:0009898, GO:0071345
comp111387	
comp1115173	GO:0003824
comp111555	GO:0005096, GO:0005829, GO:0007165, GO:0051056
comp1116201	GO:0004180, GO:0005576, GO:0005829, GO:0006508, GO:0008237, GO:0016805, GO:0032268, GO:0046872
comp1119160	GO:0004555, GO:0005886, GO:0005903, GO:0005993, GO:0009887, GO:0031225
comp11203	GO:0000981, GO:0003700, GO:0005654, GO:0044212, GO:0045944, GO:0046872
comp1120339	GO:0003723, GO:0004386, GO:0005524
comp1120456	GO:0005887, GO:0006811
comp1120590	GO:0008171, GO:0008757, GO:0016021
comp1120631	GO:0004843, GO:0005634, GO:0006511, GO:0016579
comp112095	GO:0002102, GO:0005737, GO:0030054, GO:0071437
comp1121095	GO:0003677, GO:0003700, GO:0005634, GO:0005783, GO:0005801
comp1121367	GO:0004843, GO:0005634, GO:0006511, GO:0016579
comp1121503	GO:0000777, GO:0005634, GO:0007049, GO:0031262, GO:0051301
comp1121674	
comp112170	GO:0001798, GO:0001934, GO:0001970, GO:0004866, GO:0005615, GO:0006631, GO:0006954, GO:0006956, GO:0006957, GO:0006958, GO:0007596, GO:0008289, GO:0009617, GO:0010575, GO:0010828, GO:0010866, GO:0010884, GO:0031715, GO:0032991, GO:0045745, GO:0045766, GO:0048037, GO:0048260, GO:0048639, GO:0050766, GO:0060100, GO:0070374, GO:0097242, GO:1905114, GO:2000427
comp1122042	GO:0005886, GO:0008508, GO:0015721, GO:0030285, GO:0030534, GO:0042493, GO:0098691, GO:0098981, GO:0099154, GO:0099162
comp1122727	GO:0000724, GO:0031297, GO:0043596
comp1122773	GO:0005737, GO:0005813
comp1122896	GO:0001726, GO:0003779, GO:0005198, GO:0005200, GO:0005737, GO:0005886, GO:0005925, GO:0007016, GO:0007043, GO:0007155, GO:0015629, GO:0045202, GO:0051015
comp1122900	GO:0004176, GO:0004252, GO:0005524, GO:0005782, GO:0006515, GO:0006625, GO:0016485, GO:0016558
comp1123488	GO:0000786, GO:0000790, GO:0003677, GO:0006325, GO:0046982, GO:0070062
comp1123520	GO:0000805, GO:0000977, GO:0003700, GO:0005634, GO:0005654, GO:0031519, GO:0035102, GO:0036353, GO:0046872, GO:0060819
comp112364	GO:0005634, GO:0005730, GO:0006364, GO:0031965, GO:0032040, GO:0034388
comp112383	GO:0000184, GO:0000245, GO:0000339, GO:0000340, GO:0005634, GO:0005654, GO:0005739, GO:0005829, GO:0005845, GO:0005846, GO:0006370, GO:0006406, GO:0006446, GO:0030307, GO:0031053, GO:0031442, GO:0045292, GO:0048026, GO:0098789, GO:1905216, GO:1990904
comp1123966	GO:0005737, GO:0016706, GO:0018126, GO:0045905, GO:0046872
comp1124531	GO:0003676, GO:0008270, GO:0035091
comp1124807	GO:0005085, GO:0005089, GO:0005829, GO:0007186, GO:0030036, GO:0035023, GO:0043065, GO:0051056
comp1125236	GO:0005654, GO:0005829, GO:0006929, GO:0016322, GO:0043005, GO:0046875, GO:0048013, GO:1901187
comp112569	GO:0000790, GO:0001701, GO:0001756, GO:0001816, GO:0001843, GO:0003682, GO:0003713, GO:0004402, GO:0005615, GO:0005634, GO:0005654, GO:0005671, GO:0005737, GO:0005813, GO:0006338, GO:0006357, GO:0007507, GO:0007616, GO:0008134, GO:0008283, GO:0010484, GO:0014070, GO:0016032, GO:0016578, GO:0016579, GO:0018393, GO:0019903, GO:0021537, GO:0022037, GO:0030901, GO:0030914, GO:0031346, GO:0031647, GO:0031667, GO:0033276, GO:0035066, GO:0035264, GO:0035948, GO:0036459, GO:0042826, GO:0043966, GO:0043997, GO:0044154, GO:0045589, GO:0045815, GO:0045944, GO:0046600, GO:0048167, GO:0048312, GO:0050863, GO:0060173, GO:0061733, GO:0071356, GO:0071929, GO:0072686, GO:0106077, GO:0106078, GO:1990090, GO:2000727
comp1126543	GO:0004175, GO:0004198, GO:0005634, GO:0006508, GO:0010634, GO:0090541, GO:0097264
comp1126874	GO:0003779, GO:0005634, GO:0005737, GO:0007010, GO:0007283, GO:0017048, GO:0030036, GO:0030041
comp1127887	
comp1128594	GO:0004674, GO:0005524, GO:0005769, GO:0007165, GO:0016020, GO:0035091
comp1129159	GO:0005634, GO:0005813, GO:0005814, GO:0005819, GO:0008017, GO:0016020, GO:0034453, GO:0042995
comp112932	GO:0000981, GO:0003677, GO:0005634, GO:0046872
comp1129995	GO:0000122, GO:0001708, GO:0005634, GO:0007420, GO:0007498, GO:0009953, GO:0009954, GO:0014036, GO:0022008, GO:0030514, GO:0030917, GO:0039005, GO:0043565, GO:0044212, GO:0045892, GO:0045893, GO:0045944, GO:0060062, GO:0072005, GO:0072196
